gene	Npart
CD151	2
MAP2K1	2
MAP3K3	2
SLC37A3	2
MIER1	2
ATXN3	2
ERH	2
PEX5	2
BNIP1	2
AMH	2
SLC7A6	2
UPP1	2
MIR6857	2
DNMT3A	2
GFM2	2
DCP1A	2
UBL4A	2
SCARNA20	2
NPC1	2
MIR4687	2
MIR4755	2
GNA13	2
ATG16L2	2
NUCKS1	2
SLF1	2
USP42	2
GPATCH2	2
SCGB3A1	2
UBQLN1-AS1	2
TRPM7	2
TELO2	2
SRRT	2
ADNP2	2
NUFIP2	2
SNX14	2
ACKR4	2
MIR766	2
MLLT10	2
GNA14-AS1	2
SLC38A8	2
MMUT	2
NSD2	2
CHUK	2
PRR14L	2
ALDH16A1	2
NHSL3	2
METTL2B	2
MRNIP	2
CBARP	2
RAP1GAP	2
SMAD2	2
RPAP2	2
MIR3941	2
BTAF1	2
ELAVL1	2
LSM12	2
FBXL22	2
LIX1L	2
ST7	2
GNAS	2
CSRNP2	2
CUL9	2
DCTN5	2
PTPN23	2
MED1	2
GPX2	2
PNPLA7	2
MIR6739	2
ELOA	2
MIR197	2
MIR499B	2
SDF4	2
ALG13	2
HIVEP1	2
DKK3	2
AGAP3	2
SNU13	2
GNA12	2
C10orf31	2
CMYA5	2
MAZ	2
RRP1B	2
GRK2	2
PRKD2	2
RILPL2	2
HNRNPC	2
XPO7	2
SNRPD2	2
MC1R	2
CFAP141	2
CDK10	2
NFIX	2
MAN1C1	2
GSG1L	2
BLMH	2
LEMD3	2
MDM2	2
AGO2	2
LRRFIP1	2
RMDN1	2
LOC374443	2
ACA59	2
KPNA5	2
CSTF3	2
FADD	2
UBE2B	2
ZNF318	2
ACTB	2
ASCC3	2
ZC3H8	2
METTL26	2
B4GAT1-DT	2
ZDHHC7	2
TATDN3	2
PGRMC2	2
LOC101929154	2
CLEC2D	2
0808y08y	2
CNTROB	2
CDC42	2
STT3B	2
MED13L	2
MIR6865	2
ADCY9	2
SNRPC	2
EMC2	2
ZNF684	2
PARL	2
ATP6V1C1	2
COG4	2
LINC03043	2
IKBKG	2
FAM204A	2
UBE2R2	2
S100B	2
PCGF5	2
NDUFA9	2
FAM53B	2
RPL23A_25_1182	2
SERPINB9	2
MIR576	2
MIR93	2
CKM	2
SPIRE2	2
PSIP1	2
METRN	2
NCOA1	2
PKN3	2
DDX42	2
PPM1M	2
SLC2A4RG	2
MSS51	2
SEPTIN7	2
SFTPB	2
MIR5088	2
SNORD109B	2
RCAN3	2
CXorf38	2
POLRMT	2
KMU15	2
EZH2	2
CDKN2D	2
SEL1L3	2
PPP6C	2
MIR21	2
MAPK14	2
ZNF45	2
SNORD9	2
MFAP3	2
YTHDC2	2
SNAP23	2
MOSPD2	2
ZC3HAV1	2
ZDHHC6	2
ENOSF1	2
MIR6787	2
KMT2B	2
HOXA6	2
SLC18B1	2
MHENCR	2
NAP1L1	2
SDC1	2
PPP1CC	2
LINC01891	2
FZD9	2
COMMD5	2
TBC1D10A	2
PTPN4	2
ABCB7	2
CHMP6	2
NMB	2
COQ6	2
MYDGF	2
COPB1	2
ZBTB44	2
PHTF2	2
DYNC2I1	2
ST3GAL2	2
THAP11	2
LACTB	2
RICTOR	2
UBE4B	2
AAK1	2
ZBED4	2
MTRF1	2
MIR7705	2
SACS	2
SNORA28	2
SKIL	2
AP5B1	2
TCTE1	2
REV3L	2
CLIP4	2
PIK3C2A	2
EDC3	2
SECISBP2	2
TMEM128	2
CHMP7	2
OTUB1	2
WWP2	2
CD74	2
STPG4	2
NCBP3	2
HSPBP1	2
LOC105373289	2
ZNF701	2
GSS	2
GAS8-AS1	2
COPS2	2
CENPO	2
NDUFAF7	2
VAMP4	2
CTTN	2
MMP17	2
CYRIB	2
CDC40	2
C2orf69	2
AGPS	2
PNPLA6	2
SLC25A52	2
LIMD2	2
LINC00942	2
ZNF565	2
SLC5A10	2
C17orf107	2
SYNJ1	2
TTPAL	2
SFI1	2
MPND	2
PPP2R1A	2
CLASP2	2
TMEM260	2
CFAP298	2
DDB2	2
UBOX5	2
SUCLG2	2
MIR3154	2
GOSR1	2
PGD	2
TRIR	2
MIR6845	2
ITGA4	2
CDAN1	2
DLAT	2
NDC1	2
EEIG1	2
CPLX4	2
KIF5B	2
GRK6	2
GLG1	2
SCAF4	2
STX12	2
SLC25A12	2
PISD	2
SLC5A6	2
MSI1	2
SENP8	2
EVI2A	2
SNORA14A	2
AP3B1	2
SCMH1	2
ERO1B	2
TRMU	2
FAM50A	2
SERPIND1	2
MIR6815	2
MRPS6	2
FAM228A	2
TCEA1	2
TENT4B	2
CHD8	2
ZNF526	2
RNF167	2
MEPCE	2
NFIC	2
TOM1	2
NUP160	2
MIR6079	2
ZNF354B	2
NHLRC2	2
REEP2	2
YEATS2	2
RPS15A_4_42	2
HDGFL3	2
STRN	2
LINC01583	2
NRXN2	2
ZDHHC18	2
ERCC3	2
ZNF84	2
QSOX1	2
MIR6880	2
MTUS1	2
COMMD8	2
RFC2	2
MFHAS1	2
RASSF1	2
MYO1A	2
GPRACR	2
DGCR2	2
LSR	2
MA-nSMase	2
TMEM123	2
DRAP1	2
GFER	2
SLC6A4	2
GASL1	2
ETFB	2
ERCC2	2
LIN52	2
COPS3	2
EXOC3	2
MIXL1	2
CACNG1	2
MED8	2
TM7SF3	2
MIB2	2
GPATCH2L	2
Oct4-pg5	2
SLX4IP	2
THRA	2
KDM3A	2
SUPT7L	2
CCNC	2
ZNF559-ZNF177	2
RNF157	2
CHURC1-FNTB	2
TTLL12	2
NDUFA7	2
KIF1C-AS1	2
BLZF1	2
HMGCR	2
ATAD3A	2
POP1	2
SHANK3	2
GPR151	2
VPS13B	2
CETN3	2
DYM	2
SCAMP4	2
HBP1	2
ZNF286A	2
PAXBP1	2
FIS1	2
CLEC18B	2
GNB2	2
FAM118A	2
SLC35B4	2
LINC02626	2
BNIP3	2
SEM1	2
CCDC66	2
GPR21	2
SNRPB	2
PCSK9	2
AHCTF1	2
CDC23	2
MIR3190	2
TIMELESS	2
PODXL	2
ORAI1	2
PSMC5	2
EID2B	2
ALAS1	2
COPS5	2
NR1I2	2
PRR22	2
RNF220	2
ACSS2	2
RANGAP1	2
FAM219B	2
NUDT21	2
RWDD1	2
TRAT1	2
COPE	2
S31I125|S31III125|TMED10|TMED10P|TMP21|Tmp-21-I|Tmp21-II|p23|p24delta|p24delta1	2
BBS2	2
NUDCD1	2
HSP90B2P	2
ZDHHC11	2
JAK2	2
NHEJ1	2
ZNF235	2
TM7SF2	2
CEP290	2
UBA6	2
MIR718	2
WDR53	2
TUBGCP4	2
LINC01841	2
ECD	2
KDM6A	2
XPA	2
LOC375196	2
SCARNA21	2
ID3	2
CAPN7	2
NIT2	2
DAG1	2
ETV6	2
ATAD2	2
INO80D	2
MIR7107	2
RAB2A	2
DPY19L3	2
MINK1	2
MIR330	2
ATP6V1H	2
KLF5	2
GBA2	2
ZFYVE21	2
CWH43	2
RPAP3	2
VPS37A	2
SPTBN1	2
VWA3A	2
TCERG1L	2
CSAD	2
VPS35L	2
MIR1255B2	2
APOBEC3F	2
CLPB	2
SNX2	2
NEK9	2
NAA60	2
ACTC1	2
gs64	2
SNX27	2
XPOT	2
NPM3	2
KDM4B	2
DCTN2	2
PAK2	2
FUOM	2
ADPGK-AS1	2
SLC35E2B	2
C3orf62	2
MIR153-2	2
HK3	2
MBD3	2
MIR6801	2
LRRC4C	2
CCDC12	2
LEF1	2
SUPT6H	2
DDX20	2
PDCD2L	2
PYM1	2
LINC00515	2
PSMD2	2
INSM2	2
MRPL19	2
IFITM2	2
IGDCC4	2
PPP1R35	2
PFN1	2
PML	2
GRWD1	2
IFFO1	2
PARP6	2
WAC	2
ZNF615	2
ENTPD7	2
LARP4B	2
MIR3135A	2
RPS5	2
PRKDC	2
EMC1-AS1	2
RNF216P1	2
PCF11	2
METTL23	2
THOC1	2
ATP11C	2
CREB1	2
ATP5PF	2
SWSAP1	2
KLRG1	2
SNORA80C	2
ARHGAP19	2
ECH1	2
HMBOX1	2
AGTPBP1	2
MIR183	2
TMEM160	2
MAPK8	2
PLAC1	2
PPP4R3A	2
PLA2G6	2
PAXBP1-AS1	2
ABCC5-AS1	2
FAM222B	2
PMVK	2
USP38	2
TMEM35B	2
FLNA	2
PAIP2	2
UPF3B	2
TSC22D1-AS1	2
TPK1	2
MRPL28	2
RBM15	2
DEK	2
SND1	2
CDC42EP2	2
RAD23B	2
BRD7	2
MIR4642	2
TSFM	2
DDX18	2
ZWILCH	2
SIK3	2
STX2	2
FAM87B	2
MIR4749	2
LOC100128494	2
FSTL3	2
ARFGEF2	2
PARP2	2
SNX9	2
NCK2	2
ISYNA1	2
RAB28	2
GPR137	2
PARD6G-AS1	2
CCM2	2
CORO6	2
PFN2	2
XXYLT1	2
CYB5D2	2
LINC03048	2
DCXR	2
COQ2	2
ZC3H4	2
COA6	2
SLC25A36	2
CSNK2A1	2
PIP4K2A	2
PI16	2
PDZD8	2
STEEP1	2
RAB1B	2
FBXW7-AS1	2
ZFP91|ZNF757|Zfp-91	2
MFSD10	2
SNORD22	2
ZFAND3	2
SNORD38C	2
KRI1	2
ACTA1	2
WIPF2	2
THOP1	2
PALM	2
NUDCD3	2
SNORA11B	2
RBSN	2
LRRC45	2
ISCA1	2
VPS35	2
PNPLA2	2
EFCAB14-AS1	2
FBXO31	2
MIR1256	2
SLC2A1	2
NDUFAB1	2
CAPN10-DT	2
EOGT	2
CHRNA10	2
MIR590	2
TMEM236	2
TBL3	2
MIR3667HG	2
ARHGEF18	2
SAPCD2	2
ANKRD28	2
CNTLN	2
RBM39	2
TFAP2A-AS2	2
SH3D21	2
FTSJ1	2
MIR1277	2
MIR4305	2
INTS6	2
SIM2	2
TTC31	2
GLYR1	2
ADAM30	2
CPNE7	2
MIR6803	2
DRG1	2
MCM8	2
DNLZ	2
PLSCR1	2
EIF1AX	2
CDPF1	2
ISG15	2
UVRAG	2
AQR	2
SNORD71	2
CHMP5	2
CPD	2
COG3	2
CREM	2
NEMF	2
IST1	2
C20orf173	2
LYAR	2
EXOC5	2
MIR4665	2
C9orf85	2
TLE5	2
ZNF33B	2
ALKBH5	2
MIR3620	2
ZNF227	2
MIR4707	2
MTA1	2
TCTN2	2
RACGAP1	2
RAD18	2
FAM117B	2
ADAM8	2
KAT7	2
FOXN2	2
LIN9	2
CFL2	2
MRC2	2
HECTD4	2
UHRF2	2
TPR	2
SIVA1	2
ZNHIT2	2
LTA4H	2
FMR1	2
CDK17	2
STX16	2
MIR625	2
DDX21	2
PDCD6IP	2
PTH2R	2
SNORD105B	2
SEC63	2
EHBP1	2
ZNF708	2
AFAP1	2
STAT3	2
CHP1	2
NEU3	2
COX18	2
ABCB10	2
DNM1L	2
EED	2
SP2-AS1	2
NEK10	2
ADARB1	2
UBE2E1	2
NUB1	2
3'aHIF-1A|aHIF	2
UQCC4	2
PARP12	2
TLL2	2
TACC1	2
EPHA2	2
CTNNA1	2
IDE	2
ARID5B	2
RNF187	2
MIR5006	2
HDAC2-AS2	2
SNORD99	2
MIR769	2
NDUFA12	2
PIP5K1A	2
CDT1	2
SNORD124	2
GRAMD2B	2
CTDSPL2	2
FKBP15	2
PACSIN2	2
KXD1	2
RNF126	2
SERTAD2	2
C6orf120	2
MIR133A1	2
ADGRF3	2
CEP164	2
SETD1B	2
PCYT1A	2
SUSD1	2
PROCA1	2
ZL12	2
FLT3LG	2
TICAM1	2
FGFR3	2
AMFR	2
DACH1	2
TNFAIP8	2
DOK7	2
SNRNP27	2
GSPT1	2
B3GALT6	2
STK17B	2
SRCAP	2
CCT7	2
SFXN1	2
MIR638	2
OSBPL10-AS1	2
RNF145	2
LOC105374988	2
ZBTB25	2
CTSK	2
DNAH10	2
ANAPC10	2
ZNF696	2
TANC2	2
KLHL18	2
FAR1	2
SNX22	2
DNASE1	2
EPN1	2
LTBP4	2
SMNDC1	2
MIR6763	2
PCBP2-OT1	2
ATP13A2	2
TESMIN	2
RNFT1	2
CPLANE2	2
SP2	2
ZNF614	2
MIR6868	2
AARSD1	2
NDUFV1	2
MIR4740	2
PTPA	2
SPG11	2
TMC6	2
KCND1	2
MIR4258	2
TMEM171	2
PKD1-AS1	2
SEPHS1	2
PARK7	2
IARS2	2
ZNF7	2
C11orf65	2
XPO4	2
PRMT2	2
RC3H1	2
EIF3B	2
LINC00635	2
GAU1	2
SCARNA22	2
MIR25	2
GNL2	2
ITPKA	2
ZNF623	2
ZNF512	2
ABI2	2
FYN	2
ZL2	2
RPRD1B	2
BAIAP2-DT	2
POLDIP3	2
WDR11	2
PDIK1L	2
EMG1	2
LINC01826	2
GBF1	2
CNOT7	2
TRIM52	2
DENND10	2
ERCC5	2
WDR20	2
WDR97	2
NOLC1	2
ZMYND11	2
CRTC3	2
ATL2	2
MIR151A	2
ENTPD4	2
FBXO46	2
IL18BP	2
SCAP	2
CAPN2	2
MIR637	2
GMCL1	2
CENPC	2
RCHY1	2
TKTL1	2
KLF16	2
EIF4B	2
DYNC1I2	2
TTC1	2
TP53BP1	2
LATS1	2
FAM13A-AS1	2
SEC62	2
GAPDH	2
NDOR1	2
SNORD111	2
ZBTB4	2
HIGD1B	2
FAM8A1	2
ARID3B	2
ZCCHC14	2
LRIG1	2
MIR6514	2
ZL4	2
RNF123	2
ARHGAP17	2
ARL3	2
SERPINC1	2
RNF19A	2
MIR548AA1	2
UGP2	2
OCIAD2	2
C6orf89	2
AP1M1	2
PRAM1	2
PPARD	2
ZNF195	2
DUS3L	2
MZF1	2
MRS2	2
STRIP2	2
CUL5	2
SLAIN2	2
ZNF561	2
TSC1	2
ETF1	2
DNA2	2
MIR4512	2
RBM23	2
KRTCAP3	2
TMEM71	2
PGRMC1	2
GNPNAT1	2
ZCCHC17	2
RPS6KA5	2
PDPK1	2
SAMD4B	2
ARHGAP39	2
RBBP4	2
MICAL3	2
MIR744	2
KIF5C	2
RB1CC1	2
THEM6	2
SNX1	2
HEATR1	2
MIR185	2
SLC9A6	2
ECPAS	2
LRRC73	2
MALT1-AS1	2
ITPR2	2
LINC01018	2
PMM2	2
SREK1	2
MPHOSPH8	2
IDI1	2
BANP	2
TUBB4B	2
MEAK7	2
ANKRD13C	2
MIR4454	2
DDX56	2
BACE1-AS1|BACE1AS|NCRNA00177	2
SNORA46	2
HERC4	2
PPP1R27	2
CNP	2
UBR5-AS1	2
ATRX	2
MIR103B2	2
IGHMBP2	2
TTC33	2
ARHGEF1	2
CEBPD	2
ALG9	2
MIR3924	2
CHAC1	2
NEDD1	2
SNORD18C	2
POMT1	2
CBL	2
FGFR1OP2	2
STX5	2
GTF2A2	2
PSME3IP1	2
LINC00334	2
TTC13	2
SNORA40B	2
MIR3198-1	2
CLK3	2
PPP2R2D	2
PARP11	2
LINC01503	2
ZNF326	2
RANBP1	2
ARPC1A	2
NUDT17	2
MYCBP2	2
CCNK	2
CLNS1A	2
STAC3	2
CLDN25	2
MSRB3	2
CEP131	2
MROH8	2
SART3	2
KIFBP	2
FAM91A1	2
TRAFD1	2
REST	2
FOXK1	2
ZNF260	2
NUTF2	2
LRRC40	2
DCUN1D4	2
TOMM40	2
PPIG	2
SUCO	2
CEP43	2
KATNA1	2
PGAM1	2
ZNF555	2
SIDT2	2
C22orf39	2
CNIH3	2
KLHDC7B	2
TTC39A	2
SNORD17	2
PHF14	2
PPP1R21	2
IPO11	2
ST3GAL3-AS1	2
SLC12A2	2
TRIOBP	2
TMEM265	2
ICAM5	2
GJC1	2
CLCN7	2
MIR6755	2
HELB	2
ITGA8	2
NDUFA10	2
INTS1	2
EXOSC6	2
FUNDC2	2
SAMM50	2
ZNF765	2
MIR6780A	2
NHP2	2
POLR2E	2
MIR3713	2
C1orf159	2
SUGP1	2
MIR6869	2
FAM117A	2
PNKP	2
MFSD11	2
ACA58|SNORA58B	2
TGFBRAP1	2
PBLD	2
IGF2BP3	2
RPS6KB2	2
BTF3L4	2
ETFA	2
GPR4	2
CLPP	2
MetaLnc9	2
MTA3	2
PCM1	2
CCNQ	2
EXOSC1	2
LPIN2	2
SQSTM1	2
TRUB2	2
ZNHIT6	2
TPTE	2
NECAP1	2
DONSON	2
FTHL3|FTHL3P	2
ADAMTS13	2
FBXO7	2
AXDND1	2
PCNT	2
HARS1	2
MIR103A2	2
UPF3A	2
PRDM2	2
TBC1D25	2
LINC00294	2
SH2D5	2
LRRC8B	2
GNRH2	2
HTATSF1	2
OXNAD1	2
KCNS1	2
PPP1R13B	2
MKLN1	2
GTPBP2	2
SMG5	2
GGA3	2
TRIM8	2
CSRP3	2
TBK1	2
PODXL2	2
RALGDS	2
DNAJA1	2
ADAMTSL4-AS1	2
ORC5	2
HGH1	2
GEMIN2	2
KDELR1	2
FAM41C	2
PITPNM3	2
GTF3C2	2
LOC101927178	2
ADAM17	2
RNMT	2
MIR943	2
BAX	1
ALKBH8	1
RETNLB	1
RECK	1
BCAT1	1
MIR324	1
TMA16	1
UBAP2	1
ABLIM1	1
ZNF622	1
EPB41L4B	1
LMAN1	1
LYRM1	1
RNF13	1
LINC00934	1
LOC101927950	1
SLX4	1
KLHL15	1
DHX36	1
EMC1	1
ITGB1	1
UNC93A	1
MIR6784	1
CCNB2	1
PMS2P3	1
NCF2	1
TFAM	1
MIR34A	1
GLMN	1
MOV10	1
RAB42	1
SLC22A16	1
D2HGDH	1
NOL4L	1
C8orf58	1
ZFP36L2	1
TPGS1	1
SLC66A1	1
UBE2O	1
CDH2	1
MIR6769A	1
CERT1	1
WDR49	1
CACNA2D2	1
MIR1278	1
FASTKD1	1
STIMATE	1
MIEF1	1
CDH12	1
MIR4321	1
CSTPP1	1
ZRANB2	1
KCNJ3	1
MIR4297	1
XKR8	1
MYO5C	1
SCML4	1
INTS10	1
GPR45	1
ASCC2	1
MPRIP	1
MAP3K1	1
SNORD83A	1
ZMYND10	1
MIR98	1
GPR180	1
ATG5	1
ATG101	1
ZNF398	1
MRPS34	1
C1QBP	1
MIDEAS	1
BCAT2	1
TSNAX	1
ULK3	1
GTF2H1	1
EFCAB9	1
NUP210	1
MIR6875	1
LINC01191	1
RMEL1	1
ERBIN	1
EML2	1
RREB1	1
WRAP73	1
TAC3	1
EPHA8	1
MAGOH2	1
FOXO1	1
PIC1L|UBL2|UBL6	1
PLSCR3	1
TSPAN13	1
MFN2	1
VOPP1	1
LAMA1	1
AFAP1-AS1	1
LINC01730	1
UBE2F	1
LDHB	1
TM9SF2	1
LRFN4	1
SNORD27	1
DPP9	1
MAP2K6	1
NUMB	1
SBNO2	1
GGCX	1
TMEM120A	1
MIX23	1
SDHAP4	1
MIR320D-1|MIRN320D1|mir-320d-1	1
TOX-DT	1
LITAF	1
KLHL17	1
AARS2	1
MIR6866	1
LINC02908	1
NR1D1	1
DSCAML1	1
ZNF546	1
USP11	1
MIR5687	1
LOC105373378	1
RAET1K	1
NPTN	1
FHIP2A	1
ELP2	1
ZNF716	1
RUSC1	1
ZNF74	1
WDR33	1
STN1	1
SNORD38B	1
SIT1	1
RPL29	1
TCF7L2	1
MIEF2	1
ATP5ME	1
NOP2	1
SLC4A3	1
CHAF1B	1
PHLPP2	1
BCL2L13	1
NOPCHAP1	1
CUTC	1
ANXA5	1
SNORA74B	1
FAM50B	1
TMEM208	1
MIR7108	1
DTNB	1
PABIR2	1
LINC02349	1
LINC02033	1
GAS2L1	1
PCGEM1	1
SLC25A4	1
TPX2	1
SH3KBP1	1
WASL	1
RABGAP1	1
MYO1C	1
LIN7B	1
MFSD12	1
MRPL41	1
MIR4252	1
CELF3	1
TAF11	1
KDM1A	1
PTMS	1
ATP2B1	1
SLC35D3	1
MYO18A	1
PAPLN	1
PLCB1-IT1	1
AQP6	1
JARID2	1
OGFOD1	1
HIKESHI	1
GTSE1-DT	1
MAFG	1
ZNF302	1
MED30	1
TET3	1
MDN1	1
BPNT2	1
DEDD	1
CLIP1	1
DNAJC21	1
CD47	1
ALKBH7	1
ZNF597	1
ANO6	1
FCGRT	1
MRM2	1
MYO5A	1
TMEM164	1
LOC101928371	1
LINC01372	1
MIR199B	1
FPGS	1
TMX1	1
FBXO3	1
CXXC5	1
MIR5581	1
STH	1
GNG4	1
SFXN5	1
C16orf87	1
TMEM242	1
SLC29A4	1
KCTD13	1
DSP	1
DPYSL5	1
LOC105370489	1
RLIG1	1
EXOSC2	1
ATR	1
TPT1	1
FERD3L	1
STARD9	1
MLNR	1
G6PC3	1
ZNF8-ERVK3-1	1
MIR302F	1
TRIM34	1
RPL34	1
GMDS	1
NEFH	1
TBC1D22A-AS1	1
MIR6758	1
SHPK	1
G2E3-AS1	1
CHAC2	1
PPP1R8	1
NHLH1	1
TBL1X	1
DNAJA2	1
HHIP-AS1	1
FAM151B	1
NELFA	1
LSMEM1	1
VBP1	1
SPAST	1
LINC02268	1
KRBOX5	1
PLIN4	1
CCDC78	1
GPATCH11	1
DHX37	1
RANBP10	1
GATA2	1
LINC01235	1
ALDH3B1	1
ATP11A-AS1	1
FJX1	1
WDR76	1
DEF6	1
TMEM14EP	1
MRPS35	1
ZBTB2	1
ABCC11	1
SGSM1	1
BICRAL	1
WDR13	1
SLC52A2	1
NDUFB2-AS1	1
LINC00501	1
PLEKHA4	1
CPED1	1
TRAF5	1
EIF2B3	1
NORAD	1
TBX6	1
AKR1A1	1
RABEPK	1
SPIN2B	1
NRXN1-DT	1
EPM2AIP1	1
MRPL21	1
DPYSL2	1
METTL8	1
HSPBAP1	1
HADHA	1
MTMR14	1
MIR4639	1
PSMC3IP	1
HOXB2	1
NHERF1	1
PIK3IP1	1
KIAA0319L	1
TCHP	1
HYCC1	1
SGCG	1
CKAP2	1
DDI2	1
SLC11A2	1
FAM193B	1
CLSTN3	1
KLHL9	1
NUP93	1
PLAAT5	1
TMEM150B	1
KCNAB2	1
TFCP2	1
MIOS	1
NRBF2	1
ADNP-AS1	1
RNF24	1
SNORD127	1
SNORD42B	1
QRICH2	1
MIR671	1
COG2	1
ARRB1	1
GPS2	1
MAP7D1	1
LINC02106	1
ZNF304	1
VTRNA1-3	1
VTRNA1-1	1
SSH1	1
TMEM192	1
C1QTNF3	1
ANKRD19P	1
RGL4	1
PAFAH2	1
SNX8	1
CYBC1	1
ADM5	1
RNASEH2A	1
LINC01360	1
LUZP1	1
BBS10	1
NUP37	1
NTM	1
SEPTIN7P2	1
LINC02983	1
NANS	1
MIR548D1	1
ARL6IP5	1
PTGIS	1
PDF	1
MIR6070	1
MARCKSL1	1
ARAF	1
BIRC6	1
SNRNP40	1
LINC01565	1
ATP5MF	1
HELLS	1
TFE3	1
SNRNP25	1
TMEM161A	1
EXOC6	1
IFNGR1	1
TRIM47	1
CLASRP	1
PLA2G12B	1
MAF1	1
MIR3161	1
FSCB	1
MTNR1B	1
NDUFA1	1
MIR6826	1
FDFT1	1
ARHGAP4	1
CRK	1
GPR25	1
DYNC1LI2	1
CBLL1-AS1	1
IL4I1	1
SGK3	1
HIPK3	1
SOS1	1
SLC1A5	1
CA4	1
ZNF529	1
C21orf91-OT1	1
ECE1-AS1	1
TASOR2	1
SEC24D	1
EFCAB5	1
MRTFB	1
KIDINS220	1
BAG3	1
MIR122	1
HAS2-AS|HAS2AS|HASNT|NCRNA00077	1
MIR548L	1
KDM5B	1
KIAA1549	1
GOT2	1
SLC16A7	1
MIR662	1
PLAAT2	1
TMEM210	1
LINC01350	1
ITK	1
DDX50	1
NEDD8	1
MTFR1	1
ZBTB10	1
FAM20A	1
MFAP2	1
ZNF267	1
LINC01315	1
LOC101927018	1
WBP11	1
ZNF3	1
ACAN	1
OC90	1
SPAG8	1
GPM6B	1
PARD3B	1
PDCD6	1
FLCN	1
CBX2	1
GTF2F2	1
ACACB	1
PPIH	1
RSRC1	1
SLC9A8	1
NDUFS6	1
TPTEP2-CSNK1E	1
IRGC	1
NFE2L1	1
MIR5047	1
MIR5695	1
CSNK2A2	1
LOC101927557	1
MIR128-1	1
ZNF142	1
SNORD34	1
CCDC62	1
PIM2	1
GGT1	1
LINC02155	1
ELMO1-AS1	1
PMS1	1
COQ5	1
FKBP2	1
RNF216-IT1	1
MIR4650-2	1
RRAGB	1
MINDY3	1
STAG1	1
CTBS	1
ZNF804B	1
MOB1A	1
CRYBA1	1
INPP5B	1
C19orf18	1
HOMEZ	1
TAF10	1
SORT1	1
DOP1A	1
NLGN4Y-AS1	1
B3GAT1	1
RMND1	1
DNAJC9	1
MIR3940	1
PRSS57	1
IFT172	1
SPOP	1
LOC100288175	1
ARF4-AS1	1
RELCH	1
SLC39A14	1
SRP14	1
LINC02408	1
TGOLN2	1
TDRD3	1
METAP2	1
ZYG11B	1
RRN3P2	1
DDRGK1	1
EGOT	1
MAPK6	1
CES2	1
TMX4	1
BLTP3A	1
PRDM14	1
NOL9	1
ZNF57	1
MIR6511B1	1
HELZ2	1
RAB5IF	1
FRYL	1
MIR148B	1
ZFP30	1
LMAN2L	1
C3orf47|H1FX-AS1	1
ZNF721	1
MTMR11	1
TRIT1	1
MIR922	1
C8orf88	1
POLD3	1
NDFIP1	1
TXNIP	1
USP16	1
PLD6	1
GPN2	1
SLC20A1	1
CXorf29	1
ZNF800	1
OPA3	1
NEIL3	1
EPSTI1	1
LINC02301	1
VCPIP1	1
MIR3934	1
CDC42BPB	1
PUS7	1
MYL9	1
QSOX2	1
HCLS1	1
NPDC1	1
AAGAB	1
IL34	1
MIR6847	1
RNASEH2C	1
ARHGAP8	1
MIR6719	1
SLC23A3	1
GGA2	1
ZNF808	1
PICK1	1
MIR548X2	1
VPS4A	1
ATP6AP2	1
MIR3662	1
ELK4	1
NOL7	1
MIR3162	1
CRADD	1
MBNL2	1
WDR3	1
ICMT	1
NRIP2	1
LOC644656	1
MRRF	1
PHC3	1
MIR3684	1
CT66	1
FAM45B|FAM45BP|HT011	1
IQCD	1
PRSS47P	1
ALPK3	1
OGN	1
MAEA	1
RNF223	1
PPIAL4C	1
MIR4748	1
RNF139	1
RBMS2	1
TIAM1	1
MIR8066	1
PCNX2	1
CELF2	1
SFMBT1	1
MIR6505	1
ATF7IP2	1
LOC105372179	1
VSTM2L	1
MIR150	1
SYNE2	1
ZNF211	1
ENO1	1
YAP1	1
RCOR1	1
RSF1	1
HES7	1
SF3B1	1
KIF1A	1
HRH4	1
NKPD1	1
SNX13	1
SCAMP1	1
TRPC1	1
TRIM36	1
GHRH	1
EIF3A	1
LINC01947	1
PGPEP1	1
PEAK3	1
SLC35E2|SLC35E2AP|SLC35E2P	1
NDUFB9	1
ZNF138	1
CABP1	1
HIC1	1
STK36	1
SCARNA9	1
SERPINB9P	1
MIR647	1
MIR3658	1
CHD7	1
ANKRD10	1
SRP72	1
ANKZF1	1
GDF15	1
FAM9C	1
NPAS3	1
PVRIG	1
GPR161	1
FAM200C	1
AKAP7	1
LRRC8C	1
PLEKHG3	1
TMEM161B	1
TMED6	1
SASS6	1
SEC31A	1
LAG3	1
RNU86|U82|U86	1
OPN1SW	1
TCAP	1
FBXO8	1
COX7B2	1
GUCA1C	1
TMEM187	1
RRP12	1
SNORD35A	1
CD70	1
RITA1	1
WNT8B	1
MED19	1
C12orf56	1
LOC441666	1
LRRC47	1
EHD4-AS1	1
TEF	1
FBLN1	1
KAT6B	1
UBL5	1
ARHGAP1	1
CYB5R4	1
ASAP1-IT|ASAP1IT|ASAP1IT1|DDEF1IT1|HSPC054|NCRNA00050	1
BRSK2	1
CSDE1	1
DLEU2	1
MAPKAPK5-AS1	1
BANF1	1
RGS17	1
TSSK4	1
DMTF1	1
PITHD1	1
EFL1	1
CPOX	1
COQ4	1
SNORD115-2	1
CDKN2AIPNL	1
CT62	1
LOC100505502	1
SS18L1	1
PDE4A	1
CHAMP1	1
SPDEF	1
NIPAL1	1
MIR6892	1
EID2	1
SNORD88C	1
CRYZ	1
UBE2V1	1
